TREES Act,2020-01-15T05:00:00+00:00,2020-01-15T05:00:00+00:00,Introduced in House
Renewable Electricity Standard Act,2019-06-26T04:00:00+00:00,2019-06-26T04:00:00+00:00,Introduced in Senate
NEPA Agency Process Reform Act of 2020,2020-09-16T04:00:00+00:00,2020-09-16T04:00:00+00:00,Introduced in Senate
Climate Resilient Communities Act,2020-01-29T05:00:00+00:00,2020-01-30T05:00:00+00:00,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
Energy Resilient Communities Act,2020-10-20T04:00:00+00:00,2020-10-20T04:00:00+00:00,Introduced in House
SAFE Act,2019-05-15T04:00:00+00:00,2020-09-01T04:00:00+00:00,Reported (Amended) by the Committee on Natural Resources. H. Rept. 116-481.
Emergency Wildfire and Public Safety Act of 2020,2020-08-07T04:00:00+00:00,2020-09-24T04:00:00+00:00,"Referred to the Subcommittee on National Parks, Forests, and Public Lands."
America Wins Act,2019-08-02T04:00:00+00:00,2019-08-21T04:00:00+00:00,Referred to the Subcommittee on Energy and Mineral Resources.
National Ocean Exploration Act,2020-12-16T05:00:00+00:00,2020-12-16T05:00:00+00:00,Introduced in Senate
Clean Energy Innovation Funding Act of 2020,2020-07-29T04:00:00+00:00,2020-08-24T04:00:00+00:00,Referred to the Subcommittee for Indigenous Peoples of the United States.
RISE Act of 2020,2020-11-20T05:00:00+00:00,2020-11-20T05:00:00+00:00,Introduced in House
Teachers and Parents at the Table Act,2020-10-09T04:00:00+00:00,2020-10-09T04:00:00+00:00,Introduced in House
Energy Savings and Industrial Competitiveness Act of 2019,2019-07-17T04:00:00+00:00,2019-10-23T04:00:00+00:00,Committee on Energy and Natural Resources. Reported by Senator Murkowski with amendments. With written report No. 116-143.
Marine Mammal Climate Change Protection Act,2020-11-20T05:00:00+00:00,2020-11-20T05:00:00+00:00,Introduced in House
Expressing the sense of the House of Representatives that the United States should formally withdraw from the Paris Agreement.,2019-11-01T04:00:00+00:00,2019-11-01T04:00:00+00:00,Introduced in House
Marine Oil Spill Prevention Act,2019-04-22T04:00:00+00:00,2019-04-29T04:00:00+00:00,Referred to the Subcommittee on Energy and Mineral Resources.
"Expressing profound concern about threats to human rights, the rule of law, democracy, and the environment in Brazil.",2019-09-25T04:00:00+00:00,2019-09-25T04:00:00+00:00,Introduced in House
Energy Savings and Building Efficiency Act of 2019,2019-06-27T04:00:00+00:00,2019-06-28T04:00:00+00:00,Referred to the Subcommittee on Energy.
Get Reinvesting in Opportunities for Workers American Jobs Act of 2019,2019-06-13T04:00:00+00:00,2019-06-14T04:00:00+00:00,Referred to the Subcommittee on Consumer Protection and Commerce.
Water for Conservation and Farming Act,2020-07-02T04:00:00+00:00,2020-07-22T04:00:00+00:00,Committee on Energy and Natural Resources Subcommittee on Water and Power. Hearings held.
EV Freedom Act,2020-02-06T05:00:00+00:00,2020-02-07T05:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
MONARCH Act of 2020,2020-02-13T05:00:00+00:00,2020-02-13T05:00:00+00:00,Introduced in Senate
Federal Jobs Guarantee Development Act of 2019,2019-09-10T04:00:00+00:00,2019-09-10T04:00:00+00:00,Introduced in House
Living Shorelines Act of 2019,2019-06-05T04:00:00+00:00,2019-11-26T05:00:00+00:00,Reported (Amended) by the Committee on Natural Resources. H. Rept. 116-316.
America LEADS Act,2020-09-17T04:00:00+00:00,2020-09-17T04:00:00+00:00,Introduced in Senate
City and State Diplomacy Act,2019-06-27T04:00:00+00:00,2019-12-18T05:00:00+00:00,Committee Consideration and Mark-up Session Held.
Energy Sector Innovation Credit Act of 2019,2019-12-19T05:00:00+00:00,2019-12-19T05:00:00+00:00,Introduced in House
Climate Stewardship Act of 2019,2019-09-10T04:00:00+00:00,2019-09-16T04:00:00+00:00,"Referred to the Subcommittee on National Parks, Forests, and Public Lands."
Climate Protection and Sustainable Communities Act,2020-12-31T05:00:00+00:00,2020-12-31T05:00:00+00:00,Introduced in House
College Affordability Act,2019-10-15T04:00:00+00:00,2020-12-28T05:00:00+00:00,Reported (Amended) by the Committee on Education and Labor. H. Rept. 116-700.
Yolo Bypass System Improvement Act of 2020,2020-05-01T04:00:00+00:00,2020-05-04T04:00:00+00:00,Referred to the Subcommittee on Water Resources and Environment.
Educator Preparation Reform Act,2020-06-24T04:00:00+00:00,2020-06-24T04:00:00+00:00,Introduced in House
Climate Risk Disclosure Act of 2019,2019-07-10T04:00:00+00:00,2020-11-17T05:00:00+00:00,"Committee on Banking, Housing, and Urban Affairs. Hearings held."
IMPROVE Transition for Servicemembers Act,2019-05-21T04:00:00+00:00,2019-05-21T04:00:00+00:00,Introduced in Senate
FARM to TABLE Delivery Act,2020-06-04T04:00:00+00:00,2020-06-05T04:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
Prioritizing Clean Energy and Climate Cooperation with India Act of 2020,2020-09-30T04:00:00+00:00,2020-09-30T04:00:00+00:00,Introduced in Senate
GAS MONEY Saved Act,2019-04-03T04:00:00+00:00,2019-04-03T04:00:00+00:00,Introduced in Senate
A resolution encouraging the Trump Administration to maintain protections under the National Environmental Policy Act and reverse ongoing administrative actions to weaken this landmark law and its protections for American communities.,2020-03-10T04:00:00+00:00,2020-03-10T04:00:00+00:00,Introduced in Senate
Solar Energy Research and Development Act of 2019,2019-10-22T04:00:00+00:00,2020-01-09T05:00:00+00:00,By Senator Murkowski from Committee on Energy and Natural Resources filed written report. Report No. 116-202.
Recognizing the 75th anniversary of the establishment of the United Nations.,2020-06-25T04:00:00+00:00,2020-06-25T04:00:00+00:00,Introduced in House
Supporting the teaching of climate change in schools.,2019-09-20T04:00:00+00:00,2019-09-20T04:00:00+00:00,Introduced in House
"A resolution expressing the sense of the Senate that the United States should work in cooperation with the international community and continue to exercise global leadership to address the causes and effects of climate change, and for other purposes.",2019-10-31T04:00:00+00:00,2019-10-31T04:00:00+00:00,Introduced in Senate
Water Justice Act,2019-09-11T04:00:00+00:00,2019-09-11T04:00:00+00:00,Introduced in Senate
Asuncion Valdivia Heat Illness and Fatality Prevention Act of 2019,2019-07-10T04:00:00+00:00,2019-07-10T04:00:00+00:00,Introduced in House
Climate Change Financial Risk Act of 2019,2019-11-20T05:00:00+00:00,2019-11-21T05:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Keep America’s Waterfronts Working Act,2019-06-28T04:00:00+00:00,2019-11-15T05:00:00+00:00,Reported (Amended) by the Committee on Natural Resources. H. Rept. 116-295.
Protecting our Students in Schools Act of 2020,2020-09-30T04:00:00+00:00,2020-09-30T04:00:00+00:00,Introduced in House
"Expressing support for the Haitian people and their Constitution, rule of law, and commitment to democratic principles.",2019-10-08T04:00:00+00:00,2019-10-25T04:00:00+00:00,"Referred to the Subcommittee on Western Hemisphere, Civilian Security and Trade."
Department of Peacebuilding Act of 2019,2019-02-08T05:00:00+00:00,2019-02-08T05:00:00+00:00,Introduced in House
"Build Local, Hire Local Act",2019-07-30T04:00:00+00:00,2019-08-21T04:00:00+00:00,Referred to the Subcommittee on Transportation and Maritime Security.
Postal Vehicle Modernization Act,2020-08-07T04:00:00+00:00,2020-08-07T04:00:00+00:00,Introduced in House
Environmental Justice For All Act,2020-08-03T04:00:00+00:00,2020-08-03T04:00:00+00:00,Introduced in Senate
Federal Funding Accountability for Sexual Harassers Act,2019-12-05T05:00:00+00:00,2019-12-05T05:00:00+00:00,Introduced in House
A resolution recognizing the 75th anniversary of the establishment of the United Nations.,2020-12-08T05:00:00+00:00,2020-12-08T05:00:00+00:00,Introduced in Senate
Sustainable Investment Policies Act of 2020,2020-12-14T05:00:00+00:00,2020-12-14T05:00:00+00:00,Introduced in House
Wildlife Corridors Conservation Act of 2019,2019-05-16T04:00:00+00:00,2020-10-09T04:00:00+00:00,"Reported (Amended) by the Committee on Natural Resources. H. Rept. 116-558, Part I."
DIPLOMA Act,2020-03-05T05:00:00+00:00,2020-03-05T05:00:00+00:00,Introduced in Senate
FLOODS Act,2020-08-06T04:00:00+00:00,2020-11-17T23:07:29+00:00,Held at the desk.
Gandhi-King Scholarly Exchange Initiative Act,2019-12-19T05:00:00+00:00,2020-12-07T05:00:00+00:00,Received in the Senate and Read twice and referred to the Committee on Foreign Relations.
"Expressing support for the designation of May 7, 2020, as a ""National Day of Reason"" and recognizing the central importance of reason in the betterment of humanity.",2020-05-01T04:00:00+00:00,2020-05-01T04:00:00+00:00,Introduced in House
Health Equity and Accountability Act of 2020,2020-04-28T04:00:00+00:00,2020-07-09T04:00:00+00:00,Referred to the Subcommittee for Indigenous Peoples of the United States.
SAFE Act,2019-05-15T04:00:00+00:00,2019-05-15T04:00:00+00:00,Introduced in Senate
American Opportunity Carbon Fee Act of 2019,2019-04-10T04:00:00+00:00,2019-04-10T04:00:00+00:00,Introduced in Senate
Living Shorelines Act of 2020,2019-06-05T04:00:00+00:00,2020-12-15T05:00:00+00:00,"Committee on Commerce, Science, and Transportation. Reported by Senator Wicker with an amendment in the nature of a substitute. With written report No. 116-327."
Climate Change and Hurricane Correlation and Strategy Act,2020-06-01T04:00:00+00:00,2020-06-01T04:00:00+00:00,Introduced in House
Shovel-Ready Restoration Grants for Coastlines and Fisheries Act of 2020,2020-06-26T04:00:00+00:00,2020-11-17T05:00:00+00:00,"Subcommittee on Water, Oceans, and Wildlife Discharged."
Communities Serving Schools Act of 2020,2020-08-28T04:00:00+00:00,2020-08-28T04:00:00+00:00,Introduced in House
Championing American Business Through Diplomacy Act of 2019,2019-03-13T04:00:00+00:00,2019-05-08T04:00:00+00:00,Received in the Senate and Read twice and referred to the Committee on Foreign Relations.
National Evaluation of Aviation and Aerospace Solutions to Climate Change Act of 2020,2020-02-26T05:00:00+00:00,2020-02-27T05:00:00+00:00,Referred to the Subcommittee on Aviation.
"A resolution supporting the designation of the week beginning September 20, 2020, as ""National Small Business Week"" and commending the entrepreneurial spirit of the small business owners of the United States and their impact on their communities.",2020-09-30T04:00:00+00:00,2020-09-30T04:00:00+00:00,Introduced in Senate
Recognizing the International Day of Peace.,2019-09-26T04:00:00+00:00,2019-09-26T04:00:00+00:00,Introduced in House
Recognizing the 50th Anniversary of the National Oceanic and Atmospheric Administration.,2020-10-01T04:00:00+00:00,2020-10-01T04:00:00+00:00,Introduced in House
Department of Defense Climate Resiliency and Readiness Act,2019-05-15T04:00:00+00:00,2019-05-16T04:00:00+00:00,Referred to the Subcommittee on Readiness.
Protecting our Students in Schools Act of 2020,2020-12-01T05:00:00+00:00,2020-12-01T05:00:00+00:00,Introduced in Senate
Asuncion Valdivia Heat Illness and Fatality Prevention Act of 2020,2020-10-01T04:00:00+00:00,2020-10-01T04:00:00+00:00,Introduced in Senate
UNSHACKLE Act of 2020,2020-10-26T04:00:00+00:00,2020-10-26T04:00:00+00:00,Introduced in Senate
PROSWIFT Act,2019-03-26T04:00:00+00:00,2020-10-21T04:00:00+00:00,Signed by President.
21st Century Green High-Performing Public School Facilities Act,2019-02-28T05:00:00+00:00,2019-02-28T05:00:00+00:00,Introduced in House
"To amend the Elementary and Secondary Education Act of 1965 to establish a grant program that will support efforts at the State level to establish anti-bullying task forces to study, address, and reduce bullying in elementary and secondary schools, and for other purposes.",2019-12-03T05:00:00+00:00,2019-12-03T05:00:00+00:00,Introduced in House
Climate Change Resiliency Fund for America Act of 2019,2019-03-12T04:00:00+00:00,2019-03-12T04:00:00+00:00,Introduced in Senate
Climate Security Act of 2019,2019-03-12T04:00:00+00:00,2019-03-12T04:00:00+00:00,Introduced in Senate
RELIEF Act of 2020,2020-03-19T04:00:00+00:00,2020-03-19T04:00:00+00:00,Introduced in House
Preparing Superfund for Climate Change Act of 2020,2020-12-09T05:00:00+00:00,2020-12-10T05:00:00+00:00,Referred to the Subcommittee on Water Resources and Environment.
BUILD for Veterans Act of 2019,2019-12-18T05:00:00+00:00,2019-12-18T05:00:00+00:00,Introduced in Senate
Water Justice Act,2019-07-25T04:00:00+00:00,2019-09-04T04:00:00+00:00,"Referred to the Subcommittee on Commodity Exchanges, Energy, and Credit."
Luke and Alex School Safety Act of 2019,2019-11-21T05:00:00+00:00,2019-12-19T05:00:00+00:00,"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security."
Expressing the moral responsibility of Congress to end adult and child poverty in the United States.,2020-05-28T04:00:00+00:00,2020-05-28T04:00:00+00:00,Introduced in House
Trillion Trees and Natural Carbon Storage Act,2020-12-09T05:00:00+00:00,2020-12-09T05:00:00+00:00,Introduced in Senate
Moving Towards A Safe Climate Act,2020-03-10T04:00:00+00:00,2020-03-11T04:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
Healthy Climate and Family Security Act of 2019,2019-03-28T04:00:00+00:00,2019-03-29T04:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2020",2019-05-20T04:00:00+00:00,2019-05-20T04:00:00+00:00,Introduced in House
Counseling Not Criminalization in Schools Act,2020-07-29T04:00:00+00:00,2020-07-29T04:00:00+00:00,Introduced in House
Clean Energy Victory Bond Act of 2019,2019-07-25T04:00:00+00:00,2019-07-25T04:00:00+00:00,Introduced in Senate
"Recognizing that climate change most severely impacts vulnerable and disadvantaged communities in the United States and around the world, and that it is the responsibility of the United States Government to work with its global partners to promote environmental justice and climate justice.",2019-05-09T04:00:00+00:00,2019-05-09T04:00:00+00:00,Introduced in House
Turkey Human Rights Promotion Act of 2019,2019-11-12T05:00:00+00:00,2019-11-12T05:00:00+00:00,Introduced in Senate
Growing Climate Solutions Act of 2020,2020-06-04T04:00:00+00:00,2020-06-24T04:00:00+00:00,"Committee on Agriculture, Nutrition, and Forestry. Hearings held."
Keeping All Students Safe Act,2020-11-19T05:00:00+00:00,2020-11-19T05:00:00+00:00,Introduced in House
Expressing the sense of the House of Representatives that the United States Trade Representative should promptly resume negotiations to conclude the Environmental Goods Agreement.,2020-02-04T05:00:00+00:00,2020-02-04T05:00:00+00:00,Introduced in House
EFFECT Act of 2019,2019-04-11T04:00:00+00:00,2019-09-24T04:00:00+00:00,Committee on Energy and Natural Resources. Reported by Senator Murkowski with an amendment in the nature of a substitute. With written report No. 116-115.
International Climate Accountability Act,2019-06-05T04:00:00+00:00,2019-06-05T04:00:00+00:00,Introduced in Senate
Western Water Security Act of 2020,2019-10-28T04:00:00+00:00,2020-12-18T05:00:00+00:00,"Reported (Amended) by the Committee on Natural Resources. H. Rept. 116-674, Part I."
Expressing support for the designation of September 2019 as National Campus Sexual Assault Awareness Month.,2019-09-26T04:00:00+00:00,2019-09-26T04:00:00+00:00,Introduced in House
Justice for Black Farmers Act of 2020,2020-11-30T05:00:00+00:00,2020-11-30T05:00:00+00:00,Introduced in Senate
Supporting the Farmers Bill of Rights.,2020-02-06T05:00:00+00:00,2020-02-06T05:00:00+00:00,Introduced in House
"Bolstering Long-Term Understanding and Exploration of the Great Lakes, Oceans, Bays, and Estuaries Act",2019-06-27T04:00:00+00:00,2020-11-17T05:00:00+00:00,"Subcommittee on Water, Oceans, and Wildlife Discharged."
Combating Implicit Bias in Education Act,2019-10-21T04:00:00+00:00,2019-10-21T04:00:00+00:00,Introduced in House
Recognizing the 4th anniversary of the adoption of the international Paris Agreement on climate change.,2019-12-12T05:00:00+00:00,2019-12-13T05:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Declaring racism a public health crisis.,2020-07-29T04:00:00+00:00,2020-07-29T04:00:00+00:00,Introduced in House
Healthy Climate and Family Security Act of 2019,2019-03-28T04:00:00+00:00,2019-03-28T04:00:00+00:00,Introduced in Senate
Energy PRICE Act,2020-02-03T05:00:00+00:00,2020-02-03T05:00:00+00:00,Introduced in House
Wildlife Corridors Conservation Act of 2019,2019-05-16T04:00:00+00:00,2019-05-16T04:00:00+00:00,Introduced in Senate
STEM Opportunities Act of 2019,2019-09-26T04:00:00+00:00,2019-09-26T04:00:00+00:00,Introduced in Senate
Hudson River Climate Change Protection Act,2020-06-15T04:00:00+00:00,2020-06-16T04:00:00+00:00,Referred to the Subcommittee on Water Resources and Environment.
Climate Solutions Act of 2019,2019-01-08T05:00:00+00:00,2019-01-25T05:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Surface Transportation Research and Development Act of 2020,2020-06-15T04:00:00+00:00,2020-06-16T04:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
Climate Risk Disclosure Act of 2019,2019-07-05T04:00:00+00:00,2020-10-27T04:00:00+00:00,"Reported (Amended) by the Committee on Financial Services. H. Rept. 116-563, Part I."
National Defense Authorization Act for Fiscal Year 2021,2020-06-23T04:00:00+00:00,2020-08-07T14:52:46+00:00,Held at the desk.
Combating Military Sexual Assault Act,2019-05-15T04:00:00+00:00,2019-05-15T04:00:00+00:00,Introduced in Senate
TREE Act of 2020,2020-06-23T04:00:00+00:00,2020-06-23T04:00:00+00:00,Introduced in Senate
Modernizing America with Rebuilding to Kickstart the Economy of the Twenty-first Century with a Historic Infrastructure-Centered Expansion Act,2019-09-26T04:00:00+00:00,2019-10-18T04:00:00+00:00,Referred to the Subcommittee on Energy and Mineral Resources.
National Defense Authorization Act for Fiscal Year 2021,2020-03-26T04:00:00+00:00,2021-01-02T05:00:00+00:00,Message on Senate action sent to the House.
Expressing support for the designation of September 2020 as National Campus Sexual Assault Awareness Month.,2020-08-25T04:00:00+00:00,2020-08-25T04:00:00+00:00,Introduced in House
"To establish requirements on accelerated filers receiving Federal aid related to COVID-19, to establish requirements on all corporations until Federal aid related to COVID-19 is repaid, and for other purposes.",2020-03-23T04:00:00+00:00,2020-03-23T04:00:00+00:00,Introduced in House
Leading Infrastructure for Tomorrow’s America Act,2019-05-15T04:00:00+00:00,2019-06-04T04:00:00+00:00,Referred to the Subcommittee on Energy and Mineral Resources.
Supporting Survivors of Sexual Harassment in Schools Act of 2020,2020-09-08T04:00:00+00:00,2020-09-08T04:00:00+00:00,Introduced in House
PUGET SOS Act,2019-04-10T04:00:00+00:00,2020-02-10T05:00:00+00:00,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.
Climate Change Resiliency Fund for America Act of 2019,2019-03-12T04:00:00+00:00,2019-03-13T04:00:00+00:00,Referred to the Subcommittee on Coast Guard and Maritime Transportation.
Nuclear Energy Research and Development Act,2020-03-05T05:00:00+00:00,2020-03-12T04:00:00+00:00,Subcommittee Consideration and Mark-up Session Held.
Climate Change Health Protection and Promotion Act of 2019,2019-02-14T05:00:00+00:00,2019-02-15T05:00:00+00:00,Referred to the Subcommittee on Health.
Providing amounts for the expenses of the Select Committee on the Climate Crisis and the Select Committee on the Modernization of Congress.,2019-01-29T05:00:00+00:00,2019-02-07T19:46:20+00:00,"Passed/agreed to in House: Pursuant to the provisions of H. Res. 105, H. Res. 86 is considered passed House."
Castner Range National Monument Act,2020-03-12T04:00:00+00:00,2020-03-31T04:00:00+00:00,"Referred to the Subcommittee on National Parks, Forests, and Public Lands."
Targeting Environmental and Climate Recklessness Act of 2019,2020-01-16T05:00:00+00:00,2020-02-07T05:00:00+00:00,Referred to the Subcommittee on Immigration and Citizenship.
Department of Homeland Security Climate Change Research Act,2019-10-18T04:00:00+00:00,2020-02-11T05:00:00+00:00,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
Safe Schools Improvement Act of 2019,2019-05-09T04:00:00+00:00,2019-05-09T04:00:00+00:00,Introduced in House
WPA Act,2020-07-01T04:00:00+00:00,2020-07-01T04:00:00+00:00,Introduced in House
Fish Act of 2019,2019-10-17T04:00:00+00:00,2020-01-14T05:00:00+00:00,Subcommittee Hearings Held.
Climate Equity Act of 2020,2020-08-06T04:00:00+00:00,2020-08-06T04:00:00+00:00,Introduced in Senate
INVEST in America Act,2020-06-04T04:00:00+00:00,2020-06-05T04:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
Campus Accountability and Safety Act,2019-04-01T04:00:00+00:00,2019-04-01T04:00:00+00:00,Introduced in Senate
Department of Defense Climate Resiliency and Readiness Act,2019-05-15T04:00:00+00:00,2019-05-15T04:00:00+00:00,Introduced in Senate
Protecting Communities from Liquefied Natural Gas Trains Act,2019-09-12T04:00:00+00:00,2019-09-13T04:00:00+00:00,"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials."
Women and Climate Change Act of 2019,2019-03-26T04:00:00+00:00,2019-03-27T04:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Climate Agricultural Conservation Practices Act,2020-12-09T05:00:00+00:00,2020-12-09T05:00:00+00:00,Introduced in House
Addressing Teacher Shortages Act of 2019,2019-07-31T04:00:00+00:00,2019-07-31T04:00:00+00:00,Introduced in Senate
"A resolution to recognize the 50th anniversary of Earth Day and the leadership of its founder, Senator Gaylord Nelson.",2020-05-20T04:00:00+00:00,2020-05-20T04:00:00+00:00,Introduced in Senate
MONARCH Act of 2020,2020-02-14T05:00:00+00:00,2020-03-05T05:00:00+00:00,Referred to the Subcommittee on Conservation and Forestry.
Coastal State Climate Preparedness Act of 2019,2019-06-27T04:00:00+00:00,2019-11-15T05:00:00+00:00,Reported by the Committee on Natural Resources. H. Rept. 116-294.
Global Investment in American Jobs Act of 2020,2020-07-23T04:00:00+00:00,2020-07-23T04:00:00+00:00,Introduced in House
Community Parks Revitalization Act,2020-09-14T04:00:00+00:00,2020-09-22T04:00:00+00:00,"Referred to the Subcommittee on National Parks, Forests, and Public Lands."
Aid for Trade Act of 2019,2019-04-03T04:00:00+00:00,2019-04-03T04:00:00+00:00,Introduced in House
REAADI for Disasters Act,2019-06-10T04:00:00+00:00,2019-06-10T04:00:00+00:00,Introduced in Senate
National Defense Authorization Act for Fiscal Year 2020,2019-06-11T04:00:00+00:00,2019-12-20T05:00:00+00:00,Signed by President.
Clean Energy Standard Act of 2019,2019-05-08T04:00:00+00:00,2019-05-08T04:00:00+00:00,Introduced in Senate
"Financial Protections and Assistance for America’s Consumers, States, Businesses, and Vulnerable Populations Act",2020-03-23T04:00:00+00:00,2020-03-23T04:00:00+00:00,Introduced in House
Green New Deal for Public Housing Act,2019-11-19T05:00:00+00:00,2019-12-05T05:00:00+00:00,Sponsor introductory remarks on measure. (CR H9284)
COVID–19 International Response and Recovery Act of 2020,2020-05-07T04:00:00+00:00,2020-05-07T04:00:00+00:00,Introduced in Senate
Central America Reform and Enforcement Act,2019-05-14T04:00:00+00:00,2019-05-14T04:00:00+00:00,Introduced in Senate
Success in the Middle Act of 2019,2019-06-04T04:00:00+00:00,2019-06-04T04:00:00+00:00,Introduced in House
Systemic Risk Mitigation Act of 2020,2020-04-14T04:00:00+00:00,2020-04-14T04:00:00+00:00,Introduced in House
Inclusive Prosperity Act of 2019,2019-05-22T04:00:00+00:00,2019-05-22T04:00:00+00:00,Introduced in Senate
Coordinated Ocean Observations and Research Act of 2020,2019-03-27T04:00:00+00:00,2020-12-31T05:00:00+00:00,Signed by President.
Clean Energy Standard Act of 2019,2019-05-08T04:00:00+00:00,2019-05-09T04:00:00+00:00,Referred to the Subcommittee on Energy.
Super Pollutants Act of 2019,2019-08-02T04:00:00+00:00,2019-08-05T04:00:00+00:00,Referred to the Subcommittee on Environment and Climate Change.
Child Trafficking Victims Protection and Welfare Act of 2019,2019-03-05T05:00:00+00:00,2019-03-05T05:00:00+00:00,Introduced in Senate
Clean Economy Act of 2020,2020-02-11T05:00:00+00:00,2020-02-11T05:00:00+00:00,Introduced in Senate
National Security Resiliency and Sustainability Act of 2020,2020-06-30T04:00:00+00:00,2020-06-30T04:00:00+00:00,Introduced in House
PROSWIFT Act,2019-11-22T05:00:00+00:00,2020-01-09T05:00:00+00:00,Committee Consideration and Mark-up Session Held.
Climate Smart Ports Act,2020-05-27T04:00:00+00:00,2020-05-27T04:00:00+00:00,Introduced in House
Incentivizing Value Capture for Greener Transportation Act,2020-01-16T05:00:00+00:00,2020-01-17T05:00:00+00:00,Referred to the Subcommittee on Highways and Transit.
"Recognizing the International Year of the Salmon in 2019 as a framework of collaboration across the Northern Hemisphere to sustain and recover salmon stocks through research, partnerships, and public action.",2019-06-04T04:00:00+00:00,2019-06-04T04:00:00+00:00,Introduced in House
Environmental Justice Act of 2019,2019-07-23T04:00:00+00:00,2019-07-23T04:00:00+00:00,Introduced in Senate
STRONG Act,2019-01-29T05:00:00+00:00,2019-02-07T05:00:00+00:00,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
"Recognizing World Oceans Day and the necessity to protect, conserve, maintain, and rebuild our oceans and its resources.",2019-06-05T04:00:00+00:00,2019-06-06T04:00:00+00:00,"Referred to the Subcommittee on Water, Oceans, and Wildlife."
Providing for the expenses of certain committees of the House of Representatives in the One Hundred Sixteenth Congress.,2019-03-21T04:00:00+00:00,2019-03-27T21:38:19+00:00,Motion to reconsider laid on the table Agreed to without objection.
Encouraging the Architect of the Capitol to transition to the exclusive use of electricity derived from renewable energy sources to power the United States Capitol Complex by 2032.,2019-11-14T05:00:00+00:00,2020-11-15T05:00:00+00:00,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
Combating Sexual Harassment in Science Act of 2019,2019-04-08T04:00:00+00:00,2019-04-08T04:00:00+00:00,Introduced in Senate
Weatherization Enhancement and Local Energy Efficiency Investment and Accountability Act,2019-04-02T04:00:00+00:00,2019-07-17T04:00:00+00:00,Committee Consideration and Mark-up Session Held.
Intelligence Authorization Act for Fiscal Year 2021,2020-07-30T04:00:00+00:00,2020-10-30T04:00:00+00:00,Reported by the Committee on Intelligence. H. Rept. 116-565.
Public School Green Rooftop Program,2020-07-20T04:00:00+00:00,2020-07-20T04:00:00+00:00,Introduced in House
Saline Lake Ecosystems in the Great Basin States Program Act of 2020,2020-07-02T04:00:00+00:00,2020-07-02T04:00:00+00:00,Introduced in Senate
"To direct the Secretary of Commerce, acting through the Administrator of the National Oceanic and Atmospheric Administration, to establish a National Coastal Data Information System, and for other purposes.",2020-11-12T05:00:00+00:00,2020-11-12T05:00:00+00:00,Introduced in House
Restructuring Environmentally Sound Pensions in Order to Negate Disaster Act of 2020,2020-11-17T05:00:00+00:00,2020-11-17T05:00:00+00:00,Introduced in House
No Bonuses During Blackouts Act of 2019,2019-11-22T05:00:00+00:00,2019-11-22T05:00:00+00:00,Introduced in House
CROOK Act,2019-12-11T05:00:00+00:00,2019-12-11T05:00:00+00:00,Introduced in Senate
Patsy T. Mink and Louise M. Slaughter Gender Equity in Education Act of 2019,2019-06-25T04:00:00+00:00,2019-06-25T04:00:00+00:00,Introduced in Senate
Weatherization Enhancement and Local Energy Efficiency Investment and Accountability Act of 2019,2019-04-02T04:00:00+00:00,2019-09-10T04:00:00+00:00,Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 116-82.
SWAP Act,2019-07-25T04:00:00+00:00,2019-07-26T04:00:00+00:00,Referred to the Subcommittee on Consumer Protection and Commerce.
Combating Military Sexual Assault Act,2019-05-23T04:00:00+00:00,2019-05-24T04:00:00+00:00,Referred to the Subcommittee on Military Personnel.
Growing Climate Solutions Act of 2020,2020-06-26T04:00:00+00:00,2020-06-26T04:00:00+00:00,Introduced in House
Honoring the 200th anniversary of the founding of Colgate University.,2019-06-04T04:00:00+00:00,2019-06-04T04:00:00+00:00,Introduced in House
Global Migration Agreement Act,2020-02-12T05:00:00+00:00,2020-03-10T04:00:00+00:00,Referred to the Subcommittee on Immigration and Citizenship.
FUTURE of Artificial Intelligence Act of 2020,2020-07-09T04:00:00+00:00,2020-07-09T04:00:00+00:00,Introduced in House
Climate Change Health Protection and Promotion Act of 2019,2019-02-14T05:00:00+00:00,2019-02-14T05:00:00+00:00,Introduced in Senate
"Chesapeake Bay Science, Education, and Ecosystem Enhancement Act of 2019",2020-01-27T05:00:00+00:00,2020-01-28T05:00:00+00:00,"Referred to the Subcommittee on Water, Oceans, and Wildlife."
