,id_x,identifier,title,classification_x,subject,session_identifier,jurisdiction,organization_classification,bill_id,id_y,organization_id,description,date,classification_y,order
66581,ocd-bill/05dbee7c-3d4c-496a-a532-cc11027113c0,HB 3219,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/05dbee7c-3d4c-496a-a532-cc11027113c0,74a6e8ba-bb17-40cd-96fb-0080d981f919,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-19,['reading-1'],1
66582,ocd-bill/05dbee7c-3d4c-496a-a532-cc11027113c0,HB 3219,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/05dbee7c-3d4c-496a-a532-cc11027113c0,c275d63a-d1c9-4a26-a6f6-94c157585146,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-19,['referral-committee'],2
72578,ocd-bill/0238e715-4a7c-4c00-a9f8-bb5e001d87f5,HB 2764,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/0238e715-4a7c-4c00-a9f8-bb5e001d87f5,56d7bda1-2987-41b8-af4b-38ca3b28b467,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-19,['referral-committee'],2
72577,ocd-bill/0238e715-4a7c-4c00-a9f8-bb5e001d87f5,HB 2764,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/0238e715-4a7c-4c00-a9f8-bb5e001d87f5,b98043ed-6749-4ba0-9c00-bef078e108f1,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-19,['reading-1'],1
71471,ocd-bill/53d9e3c3-99f1-4c30-94bc-08c2cec3e570,HB 2586,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/53d9e3c3-99f1-4c30-94bc-08c2cec3e570,50887413-eb4e-47d2-8815-8d4cbc879aa7,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-19,['referral-committee'],2
71470,ocd-bill/53d9e3c3-99f1-4c30-94bc-08c2cec3e570,HB 2586,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/53d9e3c3-99f1-4c30-94bc-08c2cec3e570,f493b486-84a3-44ac-bc60-e42accac34cb,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-19,['reading-1'],1
69129,ocd-bill/4abf5be8-7499-43a7-b7ed-2abbde240d34,SB 283,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/4abf5be8-7499-43a7-b7ed-2abbde240d34,27830e09-8a4f-44a1-81c9-96b30c0ce0e1,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. John Connor,2021-02-19,['filing'],0
69130,ocd-bill/4abf5be8-7499-43a7-b7ed-2abbde240d34,SB 283,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/4abf5be8-7499-43a7-b7ed-2abbde240d34,36272f97-7f0c-4e82-8544-0fbe054ae00f,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-19,['reading-1'],1
69131,ocd-bill/4abf5be8-7499-43a7-b7ed-2abbde240d34,SB 283,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/4abf5be8-7499-43a7-b7ed-2abbde240d34,967db1e1-ae88-47e6-badf-b3c61fc82f51,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-19,['referral-committee'],2
69398,ocd-bill/5d5350ad-1850-4494-a070-44f3c9da8185,HB 3724,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/5d5350ad-1850-4494-a070-44f3c9da8185,f629ff16-546c-42c8-8039-a6362afef101,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. C.D. Davidsmeyer,2021-02-19,['filing'],0
70271,ocd-bill/9024f170-f649-4c58-a74e-3145d78f7ed5,HB 3622,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/9024f170-f649-4c58-a74e-3145d78f7ed5,d6491f54-3544-4b9e-811e-f10f5ffee864,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. La Shawn K. Ford,2021-02-19,['filing'],0
57936,ocd-bill/8b75223c-6834-4c09-be27-62762cd0bbde,SB 287,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/8b75223c-6834-4c09-be27-62762cd0bbde,3e019fba-4b85-4b2d-a028-ccefd8567e30,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-19,['reading-1'],1
57935,ocd-bill/8b75223c-6834-4c09-be27-62762cd0bbde,SB 287,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/8b75223c-6834-4c09-be27-62762cd0bbde,2e0df566-6c61-45fa-9cb2-8619db196828,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. John Connor,2021-02-19,['filing'],0
84919,ocd-bill/3a0f85d9-7652-4690-ac40-52a84bbdde59,SB 288,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/3a0f85d9-7652-4690-ac40-52a84bbdde59,aebf79e4-4907-4eb6-9e6e-fcb52a80c907,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. John Connor,2021-02-19,['filing'],0
87763,ocd-bill/e266abc2-d0cd-47bd-9c02-328ecb1bb485,SB 369,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e266abc2-d0cd-47bd-9c02-328ecb1bb485,9a5d068f-440a-4b9c-8477-073b9513c84f,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-19,['reading-1'],1
106363,ocd-bill/bfa922e8-7fb8-4453-9b88-8b48455d9628,HB 2780,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/bfa922e8-7fb8-4453-9b88-8b48455d9628,5bdb758c-0313-47b2-9a6d-ff6928f4d743,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-19,['reading-1'],1
103709,ocd-bill/1f18a569-2df3-49eb-98b5-bfa5d2875bb8,HB 2901,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/1f18a569-2df3-49eb-98b5-bfa5d2875bb8,feaa8e5e-1ba9-4a5e-98bf-bbb5ba137b81,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-19,['referral-committee'],2
103708,ocd-bill/1f18a569-2df3-49eb-98b5-bfa5d2875bb8,HB 2901,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/1f18a569-2df3-49eb-98b5-bfa5d2875bb8,b67bfaa7-b119-4c92-855f-99878594bc57,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-19,['reading-1'],1
96528,ocd-bill/2cc1a758-d11e-4348-a38a-e5de71f0152f,SB 328,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/2cc1a758-d11e-4348-a38a-e5de71f0152f,4a98ce58-c646-4eec-adba-17142439c0fc,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-19,['referral-committee'],2
96527,ocd-bill/2cc1a758-d11e-4348-a38a-e5de71f0152f,SB 328,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/2cc1a758-d11e-4348-a38a-e5de71f0152f,0451c793-5156-4e6a-9244-bc5a39f66da0,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-19,['reading-1'],1
96526,ocd-bill/2cc1a758-d11e-4348-a38a-e5de71f0152f,SB 328,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/2cc1a758-d11e-4348-a38a-e5de71f0152f,6fa741e3-91e5-407a-b78d-44caaaa88c8b,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Sara Feigenholtz,2021-02-19,['filing'],0
70323,ocd-bill/d9604e16-48f5-4275-a4f5-54a7b7fc28f0,HB 2904,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/d9604e16-48f5-4275-a4f5-54a7b7fc28f0,21dbf2f3-e174-4f7a-a994-889bf46324ed,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-19,['referral-committee'],2
36655,ocd-bill/0f415bc6-9a29-42e7-a157-acd599f83f5a,HB 2907,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/0f415bc6-9a29-42e7-a157-acd599f83f5a,0d25cca3-08e5-4d8d-9422-af430e876f1f,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-19,['reading-1'],1
36656,ocd-bill/0f415bc6-9a29-42e7-a157-acd599f83f5a,HB 2907,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/0f415bc6-9a29-42e7-a157-acd599f83f5a,fa380d4a-5555-4cdc-b56a-686dbbdbe0e4,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-19,['referral-committee'],2
38256,ocd-bill/2353a357-5477-4fd0-8aa5-523a8e32e783,HB 2993,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/2353a357-5477-4fd0-8aa5-523a8e32e783,9fe046f3-86c0-4b20-a706-03831b696b19,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-19,['reading-1'],1
87762,ocd-bill/e266abc2-d0cd-47bd-9c02-328ecb1bb485,SB 369,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e266abc2-d0cd-47bd-9c02-328ecb1bb485,7e7ef6b0-8f74-42ff-8eee-14b12387b1a5,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Neil Anderson,2021-02-19,['filing'],0
94847,ocd-bill/50145668-1a8a-4f03-8135-11101535e6f8,HB 3078,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/50145668-1a8a-4f03-8135-11101535e6f8,4b3f3da3-ba16-41b4-a669-9fe1cd0e8999,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-19,['referral-committee'],2
38257,ocd-bill/2353a357-5477-4fd0-8aa5-523a8e32e783,HB 2993,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/2353a357-5477-4fd0-8aa5-523a8e32e783,4da48d5d-4a2a-4c49-9e12-6fbbdd3bb83f,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-19,['referral-committee'],2
20726,ocd-bill/51a0b388-cc3e-4ecf-83e0-8d433912e74d,HB 3436,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/51a0b388-cc3e-4ecf-83e0-8d433912e74d,a777c3d3-d5b1-4952-9d64-934d6b0d3f32,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,"Filed with the Clerk by Rep. Lawrence Walsh, Jr.",2021-02-19,['filing'],0
94846,ocd-bill/50145668-1a8a-4f03-8135-11101535e6f8,HB 3078,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/50145668-1a8a-4f03-8135-11101535e6f8,ee412947-d1e9-466c-b058-e9e816508564,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-19,['reading-1'],1
50625,ocd-bill/b2bc7d67-a9df-4888-ae65-2eda80fe57df,SB 370,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/b2bc7d67-a9df-4888-ae65-2eda80fe57df,a4ad9833-683a-499f-b37d-b22b74a2ff4a,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Neil Anderson,2021-02-19,['filing'],0
50626,ocd-bill/b2bc7d67-a9df-4888-ae65-2eda80fe57df,SB 370,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/b2bc7d67-a9df-4888-ae65-2eda80fe57df,f70f3c1b-2609-490e-bbde-e51e4f16f89d,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-19,['reading-1'],1
50627,ocd-bill/b2bc7d67-a9df-4888-ae65-2eda80fe57df,SB 370,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/b2bc7d67-a9df-4888-ae65-2eda80fe57df,e0dbeabb-a97f-405d-b02a-89517056977e,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-19,['referral-committee'],2
87764,ocd-bill/e266abc2-d0cd-47bd-9c02-328ecb1bb485,SB 369,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e266abc2-d0cd-47bd-9c02-328ecb1bb485,5c38aa02-d0a9-432c-99d3-c1403ed25e5b,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-19,['referral-committee'],2
88087,ocd-bill/d5c05c04-e18c-467c-9345-f0ce4ed3a584,SB 344,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d5c05c04-e18c-467c-9345-f0ce4ed3a584,4ccb2be9-f791-4006-aaa1-b8455170801f,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Melinda Bush,2021-02-19,['filing'],0
88088,ocd-bill/d5c05c04-e18c-467c-9345-f0ce4ed3a584,SB 344,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d5c05c04-e18c-467c-9345-f0ce4ed3a584,e1ca043e-cccd-42b1-b9a2-dcb845ae0ca0,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-19,['reading-1'],1
90440,ocd-bill/38262129-1733-4772-b364-afc0911124a7,HB 3830,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/38262129-1733-4772-b364-afc0911124a7,dcc6423d-9356-4fb8-bcf5-567b65586d67,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Justin Slaughter,2021-02-19,['filing'],0
88089,ocd-bill/d5c05c04-e18c-467c-9345-f0ce4ed3a584,SB 344,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d5c05c04-e18c-467c-9345-f0ce4ed3a584,41322091-2930-4356-b989-e76c37c18d01,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-19,['referral-committee'],2
70273,ocd-bill/9024f170-f649-4c58-a74e-3145d78f7ed5,HB 3622,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/9024f170-f649-4c58-a74e-3145d78f7ed5,53f67275-84f9-40eb-a52a-2ac0dc2613a6,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-22,['referral-committee'],2
70272,ocd-bill/9024f170-f649-4c58-a74e-3145d78f7ed5,HB 3622,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/9024f170-f649-4c58-a74e-3145d78f7ed5,2ceb907b-f569-4246-959d-5d290e2f2c9c,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-22,['reading-1'],1
20727,ocd-bill/51a0b388-cc3e-4ecf-83e0-8d433912e74d,HB 3436,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/51a0b388-cc3e-4ecf-83e0-8d433912e74d,9c0f5471-e9cd-4578-8066-7ca11571ce37,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-22,['reading-1'],1
20728,ocd-bill/51a0b388-cc3e-4ecf-83e0-8d433912e74d,HB 3436,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/51a0b388-cc3e-4ecf-83e0-8d433912e74d,f887e53b-efec-4f6c-a267-dda9c23118ab,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-22,['referral-committee'],2
69399,ocd-bill/5d5350ad-1850-4494-a070-44f3c9da8185,HB 3724,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/5d5350ad-1850-4494-a070-44f3c9da8185,21786954-5296-4a49-ad02-2280539c7b7f,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-22,['reading-1'],1
61901,ocd-bill/1f4ea3e8-5bf0-44ce-a99a-decbc45f1356,HB 3846,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/1f4ea3e8-5bf0-44ce-a99a-decbc45f1356,0cac3afc-85c5-4914-8017-c6d7accde3b9,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-22,['reading-1'],1
110268,ocd-bill/1a4ba856-bd23-4129-badf-523c0241771a,HB 3497,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/1a4ba856-bd23-4129-badf-523c0241771a,8e0a8af0-7b7b-490f-b96f-424db06d25a2,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-22,['referral-committee'],2
90441,ocd-bill/38262129-1733-4772-b364-afc0911124a7,HB 3830,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/38262129-1733-4772-b364-afc0911124a7,6053e6c6-5d96-4740-9ab2-710b03ea9516,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-22,['reading-1'],1
90442,ocd-bill/38262129-1733-4772-b364-afc0911124a7,HB 3830,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/38262129-1733-4772-b364-afc0911124a7,4b233230-c0f0-411d-a351-874ea2388f25,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-22,['referral-committee'],2
74141,ocd-bill/8ce5aa68-c8b1-42da-9441-d068307c58c1,HB 3597,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/8ce5aa68-c8b1-42da-9441-d068307c58c1,ec6b0c5c-d9f6-4f1c-8970-182282021058,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-22,['reading-1'],1
74142,ocd-bill/8ce5aa68-c8b1-42da-9441-d068307c58c1,HB 3597,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/8ce5aa68-c8b1-42da-9441-d068307c58c1,3cd3839c-58d9-47f5-ab04-7770d22de247,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-22,['referral-committee'],2
65507,ocd-bill/be3e76c1-450d-4444-9124-71a683b8254d,HB 3525,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/be3e76c1-450d-4444-9124-71a683b8254d,195672fa-b1ae-4898-aa53-49a85927e309,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-22,['referral-committee'],2
65506,ocd-bill/be3e76c1-450d-4444-9124-71a683b8254d,HB 3525,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/be3e76c1-450d-4444-9124-71a683b8254d,43a7a490-056d-45fc-b522-b24160c85155,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-22,['reading-1'],1
61902,ocd-bill/1f4ea3e8-5bf0-44ce-a99a-decbc45f1356,HB 3846,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/1f4ea3e8-5bf0-44ce-a99a-decbc45f1356,8f2770c2-4fcd-417e-9ca3-54fad90e375f,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-22,['referral-committee'],2
110267,ocd-bill/1a4ba856-bd23-4129-badf-523c0241771a,HB 3497,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/1a4ba856-bd23-4129-badf-523c0241771a,4b1f2d63-b23a-44e3-90e1-ad4772de6fb9,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-22,['reading-1'],1
69400,ocd-bill/5d5350ad-1850-4494-a070-44f3c9da8185,HB 3724,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/5d5350ad-1850-4494-a070-44f3c9da8185,9d670c61-0439-49b2-8778-d2e69f86690e,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-22,['referral-committee'],2
4324,ocd-bill/a0bd9da6-a81a-40e4-980a-585422444aa5,HB 3829,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/a0bd9da6-a81a-40e4-980a-585422444aa5,8225b15f-47dc-4084-a04e-eb4ee135decb,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2021-02-22,['reading-1'],1
4325,ocd-bill/a0bd9da6-a81a-40e4-980a-585422444aa5,HB 3829,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/a0bd9da6-a81a-40e4-980a-585422444aa5,959217df-6b3a-4734-88e5-deb310990850,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2021-02-22,['referral-committee'],2
120390,ocd-bill/ecad5891-9f23-4d86-acc3-99d45adce005,SB 528,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/ecad5891-9f23-4d86-acc3-99d45adce005,b7ea9eb2-bfd7-4607-95b6-c740d642b2b2,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-23,['reading-1'],1
120389,ocd-bill/ecad5891-9f23-4d86-acc3-99d45adce005,SB 528,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/ecad5891-9f23-4d86-acc3-99d45adce005,bd059b59-4f14-4e9f-8930-65bbd764d2b8,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Patrick J. Joyce,2021-02-23,['filing'],0
2953,ocd-bill/2f06b3de-9ecb-481d-a1e4-304abf9d6bea,HB 252,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/2f06b3de-9ecb-481d-a1e4-304abf9d6bea,7abb2347-fb5f-41d3-93de-faebc1fd0fd9,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Assigned to Executive Committee,2021-02-23,['referral-committee'],3
45353,ocd-bill/cb1ee211-9515-42e5-9c96-0ada589b086d,SB 474,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/cb1ee211-9515-42e5-9c96-0ada589b086d,6f7f92c6-e9e0-4be5-952f-13b1bab35932,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Sara Feigenholtz,2021-02-23,['filing'],0
45354,ocd-bill/cb1ee211-9515-42e5-9c96-0ada589b086d,SB 474,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/cb1ee211-9515-42e5-9c96-0ada589b086d,f2b08300-24ca-4cbc-9000-d9562a1de98a,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-23,['reading-1'],1
45355,ocd-bill/cb1ee211-9515-42e5-9c96-0ada589b086d,SB 474,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/cb1ee211-9515-42e5-9c96-0ada589b086d,040a7f94-5582-4d2d-a16e-06bba69930af,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-23,['referral-committee'],2
3492,ocd-bill/99921ea6-e2f6-45e3-9b0c-fb0d9df74beb,SB 519,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/99921ea6-e2f6-45e3-9b0c-fb0d9df74beb,cab78d85-0b3a-4eb9-810c-3a7dadb10c76,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Jacqueline Y. Collins,2021-02-23,['filing'],0
3493,ocd-bill/99921ea6-e2f6-45e3-9b0c-fb0d9df74beb,SB 519,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/99921ea6-e2f6-45e3-9b0c-fb0d9df74beb,4772627a-22b7-4515-8982-6fd21de44019,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-23,['reading-1'],1
65171,ocd-bill/121ade5e-a659-41f8-9953-e17c3b85471f,HB 3971,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/121ade5e-a659-41f8-9953-e17c3b85471f,4ae1bcaa-12fc-4919-bd99-513ae6a070d8,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Filed with the Clerk by Rep. Stephanie A. Kifowit,2021-02-23,['filing'],0
65327,ocd-bill/395d63ff-9803-4657-be0b-b9bfd2695f07,HB 250,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/395d63ff-9803-4657-be0b-b9bfd2695f07,ac29c085-e8e7-4892-8c08-5ef59a947953,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Assigned to Executive Committee,2021-02-23,['referral-committee'],3
91635,ocd-bill/25c871f3-ffa4-476f-8abe-6b44867f0e1a,SB 518,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/25c871f3-ffa4-476f-8abe-6b44867f0e1a,83eafb08-8b29-4698-98be-27d002ac99b4,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-23,['referral-committee'],2
19485,ocd-bill/35b01071-c9be-4514-b28f-70637eb706d2,HB 248,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/35b01071-c9be-4514-b28f-70637eb706d2,067cfb52-c2fa-49d7-bc7a-5c4361efb816,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Assigned to Executive Committee,2021-02-23,['referral-committee'],3
91633,ocd-bill/25c871f3-ffa4-476f-8abe-6b44867f0e1a,SB 518,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/25c871f3-ffa4-476f-8abe-6b44867f0e1a,ec705fcd-9be6-4fdd-b209-0e7caca45960,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Jacqueline Y. Collins,2021-02-23,['filing'],0
120391,ocd-bill/ecad5891-9f23-4d86-acc3-99d45adce005,SB 528,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/ecad5891-9f23-4d86-acc3-99d45adce005,cc0541d4-f0f8-4a42-8b19-581909e842de,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-23,['referral-committee'],2
91634,ocd-bill/25c871f3-ffa4-476f-8abe-6b44867f0e1a,SB 518,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/25c871f3-ffa4-476f-8abe-6b44867f0e1a,c323bb4f-c012-49c8-9bff-776017e2c01c,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-23,['reading-1'],1
3494,ocd-bill/99921ea6-e2f6-45e3-9b0c-fb0d9df74beb,SB 519,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/99921ea6-e2f6-45e3-9b0c-fb0d9df74beb,d83e57d6-5401-403a-8006-9a9caf868600,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-23,['referral-committee'],2
