,id_x,identifier,title,classification_x,subject,session_identifier,jurisdiction,organization_classification,bill_id,id_y,organization_id,description,date,classification_y,order
4259,ocd-bill/670c86b2-3592-4af6-be73-bffc60c4a513,HB 249,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/670c86b2-3592-4af6-be73-bffc60c4a513,dd93cce7-8d62-48f5-976c-dc49defbfe64,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Assigned to Executive Committee,2021-02-23,['referral-committee'],3
46752,ocd-bill/d1a2ca64-aefa-48f2-93db-806e070817d6,SB 604,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d1a2ca64-aefa-48f2-93db-806e070817d6,200587e7-1168-4c2d-9c90-a1c2c77dd6f4,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-24,['referral-committee'],2
5832,ocd-bill/0b5c5fca-d6f9-4c2d-916e-6892114708eb,SB 623,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/0b5c5fca-d6f9-4c2d-916e-6892114708eb,346a519f-49c3-4369-af8a-b387371b83e6,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-24,['referral-committee'],2
5831,ocd-bill/0b5c5fca-d6f9-4c2d-916e-6892114708eb,SB 623,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/0b5c5fca-d6f9-4c2d-916e-6892114708eb,1c05f69d-154b-49bc-877a-6a97edb7c50d,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-24,['reading-1'],1
5806,ocd-bill/d722aad1-9664-4c4e-9ab6-871d5483c0e2,SB 606,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d722aad1-9664-4c4e-9ab6-871d5483c0e2,f39151af-fbcf-4a0d-8d7c-46e114c94027,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-24,['reading-1'],1
5807,ocd-bill/d722aad1-9664-4c4e-9ab6-871d5483c0e2,SB 606,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d722aad1-9664-4c4e-9ab6-871d5483c0e2,f96533a1-fcc4-469f-a505-f4bb047e8267,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-24,['referral-committee'],2
5830,ocd-bill/0b5c5fca-d6f9-4c2d-916e-6892114708eb,SB 623,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/0b5c5fca-d6f9-4c2d-916e-6892114708eb,a3a25bd2-2f60-467f-9156-4e3c507bb1c1,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Patrick J. Joyce,2021-02-24,['filing'],0
5805,ocd-bill/d722aad1-9664-4c4e-9ab6-871d5483c0e2,SB 606,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d722aad1-9664-4c4e-9ab6-871d5483c0e2,11253024-1d0e-4eaa-86ac-5d1e786a186b,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Jacqueline Y. Collins,2021-02-24,['filing'],0
46751,ocd-bill/d1a2ca64-aefa-48f2-93db-806e070817d6,SB 604,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d1a2ca64-aefa-48f2-93db-806e070817d6,9f73bcee-1b71-4118-88c1-869fea95bcd6,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-24,['reading-1'],1
46750,ocd-bill/d1a2ca64-aefa-48f2-93db-806e070817d6,SB 604,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d1a2ca64-aefa-48f2-93db-806e070817d6,295348c6-8987-47c7-a9da-4cfc15f29941,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Jacqueline Y. Collins,2021-02-24,['filing'],0
8900,ocd-bill/22c919ee-aaf6-44ee-a13f-1d229b28cc1e,SB 1113,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/22c919ee-aaf6-44ee-a13f-1d229b28cc1e,522c1d77-524a-4fd1-b322-c1c64e685021,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
71425,ocd-bill/dc93fe9a-5078-402e-a08b-9a1156d4a737,SB 1452,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/dc93fe9a-5078-402e-a08b-9a1156d4a737,3fd7e023-5663-49a0-a40e-b6bac167e45b,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Dan McConchie,2021-02-25,['filing'],0
17012,ocd-bill/c864a489-e621-4794-a2da-2f1c28d5428b,SB 1091,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/c864a489-e621-4794-a2da-2f1c28d5428b,71abe87c-d874-4571-9a7d-7036684be311,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
71426,ocd-bill/dc93fe9a-5078-402e-a08b-9a1156d4a737,SB 1452,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/dc93fe9a-5078-402e-a08b-9a1156d4a737,e96700aa-e603-4541-a137-b6dd5d8a4917,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
98897,ocd-bill/d04df179-0306-4121-86f4-c66be25798f7,SB 1118,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d04df179-0306-4121-86f4-c66be25798f7,6ae31aa5-b523-46a8-8bf6-979f4dfa4cab,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
98896,ocd-bill/d04df179-0306-4121-86f4-c66be25798f7,SB 1118,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d04df179-0306-4121-86f4-c66be25798f7,cfe3eb41-d85b-4085-a306-3c24f03aafac,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
98895,ocd-bill/d04df179-0306-4121-86f4-c66be25798f7,SB 1118,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d04df179-0306-4121-86f4-c66be25798f7,fe734eb1-01b8-49bb-943f-00292c673397,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
71427,ocd-bill/dc93fe9a-5078-402e-a08b-9a1156d4a737,SB 1452,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/dc93fe9a-5078-402e-a08b-9a1156d4a737,0a97b373-148e-4aea-9ea4-5cb0bcaab16a,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
70373,ocd-bill/7885508b-e68f-4437-bc81-a28fe6f63a9f,SB 1107,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/7885508b-e68f-4437-bc81-a28fe6f63a9f,b5e76fd8-d1d5-4bd5-8663-694e9d0aa1f9,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
8979,ocd-bill/0cdceee9-d469-401a-8942-cf1e5431d38d,SB 1109,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/0cdceee9-d469-401a-8942-cf1e5431d38d,353ce68a-5bd4-4e92-984b-7dd9f8d42ae2,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
97051,ocd-bill/829d2e7e-fe04-471b-b3b3-1fba15ff4490,SB 1120,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/829d2e7e-fe04-471b-b3b3-1fba15ff4490,47139a2d-8d4e-465c-b559-a99e5fdd42ab,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
97050,ocd-bill/829d2e7e-fe04-471b-b3b3-1fba15ff4490,SB 1120,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/829d2e7e-fe04-471b-b3b3-1fba15ff4490,e1b14a8d-6880-4146-97e1-f4ab0b7f5ec5,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
8901,ocd-bill/22c919ee-aaf6-44ee-a13f-1d229b28cc1e,SB 1113,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/22c919ee-aaf6-44ee-a13f-1d229b28cc1e,859a1b2a-18c9-4f2b-a7c5-4b4fa10fae62,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
73820,ocd-bill/d1d02d8c-f0ac-4ee9-a6d6-74ed60fe312c,SB 1441,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d1d02d8c-f0ac-4ee9-a6d6-74ed60fe312c,a04c5059-823a-42a2-a028-4dd067348d41,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Dan McConchie,2021-02-25,['filing'],0
17013,ocd-bill/c864a489-e621-4794-a2da-2f1c28d5428b,SB 1091,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/c864a489-e621-4794-a2da-2f1c28d5428b,98af0b49-042f-4e1a-a837-bcf2abdd8568,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
97049,ocd-bill/829d2e7e-fe04-471b-b3b3-1fba15ff4490,SB 1120,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/829d2e7e-fe04-471b-b3b3-1fba15ff4490,8409e6e6-ca9a-4714-86b6-3577893c25f6,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
17014,ocd-bill/c864a489-e621-4794-a2da-2f1c28d5428b,SB 1091,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/c864a489-e621-4794-a2da-2f1c28d5428b,9f7064d6-6f83-4f65-a373-dc8530140668,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
8899,ocd-bill/22c919ee-aaf6-44ee-a13f-1d229b28cc1e,SB 1113,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/22c919ee-aaf6-44ee-a13f-1d229b28cc1e,18470f0d-5c10-4b4e-8926-c1aa951d528c,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
8977,ocd-bill/0cdceee9-d469-401a-8942-cf1e5431d38d,SB 1109,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/0cdceee9-d469-401a-8942-cf1e5431d38d,73c92104-2549-4dd5-a8d2-8aa77797c241,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
8978,ocd-bill/0cdceee9-d469-401a-8942-cf1e5431d38d,SB 1109,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/0cdceee9-d469-401a-8942-cf1e5431d38d,aa025c25-7b0b-47ad-ac0b-43bec015de82,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
98942,ocd-bill/6f30aa2d-ec5e-4945-8f86-b9727f4932fa,SB 1105,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/6f30aa2d-ec5e-4945-8f86-b9727f4932fa,e823b94a-ff40-4677-bb98-dfd98f2ac252,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
99462,ocd-bill/be5f8cd2-2b82-4e04-b6c8-3599886d5a38,SB 1100,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/be5f8cd2-2b82-4e04-b6c8-3599886d5a38,82328c80-82c2-47ad-b4ea-d55533c15ef7,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
98944,ocd-bill/6f30aa2d-ec5e-4945-8f86-b9727f4932fa,SB 1105,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/6f30aa2d-ec5e-4945-8f86-b9727f4932fa,4eb6315b-408f-49a5-ab02-1e965f2c428d,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
66589,ocd-bill/5d12b1ea-275d-41f9-8ea9-63c5fed49b09,SB 1126,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/5d12b1ea-275d-41f9-8ea9-63c5fed49b09,2c987709-b734-45dd-b14d-08c8ca80680c,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
9309,ocd-bill/605c3ee5-a86e-4000-9d6c-5a83529eefaf,SB 1131,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/605c3ee5-a86e-4000-9d6c-5a83529eefaf,9c0b8cf9-4414-4ba9-839c-46d7a62e37b8,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
39526,ocd-bill/668ce698-1b39-4fbb-aa34-f22946d0230e,SB 1103,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/668ce698-1b39-4fbb-aa34-f22946d0230e,84c4bca0-407c-4ef9-9572-266cb778d3c7,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
39525,ocd-bill/668ce698-1b39-4fbb-aa34-f22946d0230e,SB 1103,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/668ce698-1b39-4fbb-aa34-f22946d0230e,27480215-11db-4fc0-b5c7-8383ef02ec48,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
103620,ocd-bill/5b74d448-09d4-4cd8-b6f0-af530f85cf5a,SB 1450,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/5b74d448-09d4-4cd8-b6f0-af530f85cf5a,b38f2b1a-6aa5-4050-aa9b-182d49a53d8a,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
39524,ocd-bill/668ce698-1b39-4fbb-aa34-f22946d0230e,SB 1103,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/668ce698-1b39-4fbb-aa34-f22946d0230e,e404cf45-119e-4a20-926c-1201853d82f6,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
9308,ocd-bill/605c3ee5-a86e-4000-9d6c-5a83529eefaf,SB 1131,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/605c3ee5-a86e-4000-9d6c-5a83529eefaf,4bf8558b-eee5-4b6c-912c-e4fb1210790e,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
103619,ocd-bill/5b74d448-09d4-4cd8-b6f0-af530f85cf5a,SB 1450,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/5b74d448-09d4-4cd8-b6f0-af530f85cf5a,e172508b-d4f4-4b53-95f5-38f4422095b9,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
9307,ocd-bill/605c3ee5-a86e-4000-9d6c-5a83529eefaf,SB 1131,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/605c3ee5-a86e-4000-9d6c-5a83529eefaf,9d3f929e-95d6-4749-a60f-eceebe1806fe,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
12006,ocd-bill/13b3f9d1-d968-467d-b4ce-90970fff9ce4,SB 1454,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/13b3f9d1-d968-467d-b4ce-90970fff9ce4,8840cf5a-d23b-4c82-b12b-ee7b74d9ce15,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Dan McConchie,2021-02-25,['filing'],0
103618,ocd-bill/5b74d448-09d4-4cd8-b6f0-af530f85cf5a,SB 1450,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/5b74d448-09d4-4cd8-b6f0-af530f85cf5a,f13f0586-77e3-4f34-aeb2-bd2bb94dd5d3,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Dan McConchie,2021-02-25,['filing'],0
12007,ocd-bill/13b3f9d1-d968-467d-b4ce-90970fff9ce4,SB 1454,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/13b3f9d1-d968-467d-b4ce-90970fff9ce4,89066e71-8031-4d14-8801-855b86c21a74,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
12008,ocd-bill/13b3f9d1-d968-467d-b4ce-90970fff9ce4,SB 1454,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/13b3f9d1-d968-467d-b4ce-90970fff9ce4,7a1945a4-a82d-42c6-a3f0-a91bd6a15481,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
103325,ocd-bill/ac425b36-f0db-4ff8-aaed-c91e45735967,SB 1076,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/ac425b36-f0db-4ff8-aaed-c91e45735967,76436d05-bb79-4ec0-a6ff-0ba592be9138,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
98943,ocd-bill/6f30aa2d-ec5e-4945-8f86-b9727f4932fa,SB 1105,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/6f30aa2d-ec5e-4945-8f86-b9727f4932fa,32c3ec3a-bde7-4498-ad15-506ac6c6fd68,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
69294,ocd-bill/54a6bec6-335a-4ce1-a152-0f4a54878182,SB 1108,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/54a6bec6-335a-4ce1-a152-0f4a54878182,8a8bdcfd-3d83-4385-9980-996e46001f0b,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
103324,ocd-bill/ac425b36-f0db-4ff8-aaed-c91e45735967,SB 1076,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/ac425b36-f0db-4ff8-aaed-c91e45735967,d061c041-33a4-4cf9-90ba-38744636ba61,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
103323,ocd-bill/ac425b36-f0db-4ff8-aaed-c91e45735967,SB 1076,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/ac425b36-f0db-4ff8-aaed-c91e45735967,3fd2d5d9-3baf-47fd-8eae-2dd9e5758688,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
69296,ocd-bill/54a6bec6-335a-4ce1-a152-0f4a54878182,SB 1108,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/54a6bec6-335a-4ce1-a152-0f4a54878182,b6e9f115-aab1-485f-9eb9-477128197dd5,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
100627,ocd-bill/31dc71c4-62c6-4213-a003-7cd506e2bcef,SB 1116,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/31dc71c4-62c6-4213-a003-7cd506e2bcef,f2dad9f0-2273-434e-93fc-4f05b7f560f7,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
100626,ocd-bill/31dc71c4-62c6-4213-a003-7cd506e2bcef,SB 1116,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/31dc71c4-62c6-4213-a003-7cd506e2bcef,2dbfbbc0-adb0-49ed-b397-2511c0ce5b29,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
100625,ocd-bill/31dc71c4-62c6-4213-a003-7cd506e2bcef,SB 1116,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/31dc71c4-62c6-4213-a003-7cd506e2bcef,5477830e-ba9f-4e2e-953d-4c33608d177d,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
8988,ocd-bill/c2a72243-49e7-4111-a4c0-c7b47081783b,SB 1080,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/c2a72243-49e7-4111-a4c0-c7b47081783b,42eec02c-804a-426b-b7da-97b2f82dbf2c,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
8987,ocd-bill/c2a72243-49e7-4111-a4c0-c7b47081783b,SB 1080,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/c2a72243-49e7-4111-a4c0-c7b47081783b,e484ab28-c315-4f9a-a5bc-c4ab2ee5b1c4,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
99463,ocd-bill/be5f8cd2-2b82-4e04-b6c8-3599886d5a38,SB 1100,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/be5f8cd2-2b82-4e04-b6c8-3599886d5a38,77d0a58d-bb8d-4e77-aca3-9fef5857ea41,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
99461,ocd-bill/be5f8cd2-2b82-4e04-b6c8-3599886d5a38,SB 1100,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/be5f8cd2-2b82-4e04-b6c8-3599886d5a38,5c257c2c-dbd1-44ab-9120-46fbf7349a11,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
121612,ocd-bill/d03908a0-950d-4af4-973b-faa85f74d149,SB 1095,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d03908a0-950d-4af4-973b-faa85f74d149,d4890aea-f85b-496f-b0c4-7dba0c9fca46,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
8986,ocd-bill/c2a72243-49e7-4111-a4c0-c7b47081783b,SB 1080,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/c2a72243-49e7-4111-a4c0-c7b47081783b,ea0ef2f9-a3ac-4016-a289-81c603695661,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
70371,ocd-bill/7885508b-e68f-4437-bc81-a28fe6f63a9f,SB 1107,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/7885508b-e68f-4437-bc81-a28fe6f63a9f,af934929-b0de-4359-84df-7f2b409f3a94,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
70372,ocd-bill/7885508b-e68f-4437-bc81-a28fe6f63a9f,SB 1107,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/7885508b-e68f-4437-bc81-a28fe6f63a9f,40e5f79f-2007-4365-b62f-6a2378864e10,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
69295,ocd-bill/54a6bec6-335a-4ce1-a152-0f4a54878182,SB 1108,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/54a6bec6-335a-4ce1-a152-0f4a54878182,24a35115-c752-4c71-a41f-7736398f8660,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
73821,ocd-bill/d1d02d8c-f0ac-4ee9-a6d6-74ed60fe312c,SB 1441,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/d1d02d8c-f0ac-4ee9-a6d6-74ed60fe312c,b7d523a7-fe35-450e-ba72-f77415e7e305,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
8742,ocd-bill/222ac631-6e47-45ff-8bca-3c922a02d12b,SB 1101,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/222ac631-6e47-45ff-8bca-3c922a02d12b,5d882cae-ee21-492c-a098-42f3ae73b2f9,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
6984,ocd-bill/2e695936-e690-4290-8be8-c9b8571b1df3,SB 1110,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/2e695936-e690-4290-8be8-c9b8571b1df3,2d95ba62-250a-40de-b475-7c0ba52cf5d6,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Filed with Secretary by Sen. Don Harmon,2021-02-25,['filing'],0
85608,ocd-bill/ca7f3b2f-cfd1-4147-b8eb-26cf788fa438,SB 1134,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/ca7f3b2f-cfd1-4147-b8eb-26cf788fa438,7f43f46c-2a6d-42ff-ae6e-984e0fb83122,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
85609,ocd-bill/ca7f3b2f-cfd1-4147-b8eb-26cf788fa438,SB 1134,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/ca7f3b2f-cfd1-4147-b8eb-26cf788fa438,ab0b478d-3b6a-4c21-8d5f-7b5ee51207bb,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
7983,ocd-bill/6e2789d4-3f1e-4049-8fcf-1475fec95ed6,SB 1129,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/6e2789d4-3f1e-4049-8fcf-1475fec95ed6,c54c1b8f-b043-44ef-97c9-987c813ed35f,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Referred to Assignments,2021-02-25,['referral-committee'],2
7982,ocd-bill/6e2789d4-3f1e-4049-8fcf-1475fec95ed6,SB 1129,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/6e2789d4-3f1e-4049-8fcf-1475fec95ed6,eee0cd09-b42c-4032-98b9-136103434870,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,First Reading,2021-02-25,['reading-1'],1
